Well Name,Formation,Depth,GR,DeltaPHI,PHIND,ILD,PE,Marine,RelPos,Facies,ILD_log10,Lithofacies,RHOB,Lithology,Mineralogy
SHRIMPLIN,A1 SH,2800.0,90.1,14.3,16.555,10.914403364487567,3.2,0,0.6809999999999999,2,1.038,c_siltstone,2197.1457992998835,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2800.5,78.15,11.8,15.96,8.590135215053959,3.1,0,0.638,2,0.934,c_siltstone,2196.3380952380953,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2801.0,69.3,9.5,15.12,7.5162289401820495,3.1,0,0.617,2,0.8759999999999997,c_siltstone,2203.241712707182,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2801.5,63.54,8.8,15.19,6.854882264526613,3.0,0,0.596,2,0.8359999999999999,c_siltstone,2194.584649122807,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2802.0,63.87,7.2,15.39,6.338697112569274,2.9,0,0.574,2,0.8020000000000003,c_siltstone,2173.4624999999996,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2802.5,58.32,6.6,14.885,5.91561634175474,2.8,0,0.5529999999999999,2,0.772,c_siltstone,2183.5319057815846,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2803.0,56.61,5.5,14.8,5.470159628939717,3.0,0,0.532,2,0.7380000000000001,c_siltstone,2175.5701058201057,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2803.5,55.97,6.1,14.46,5.058246620031139,3.0,0,0.511,2,0.7039999999999998,c_siltstone,2191.868530351438,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2804.0,63.67,6.0,14.745,4.875284901033863,3.0,0,0.489,2,0.6880000000000001,c_siltstone,2182.101063829787,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2804.5,66.2,6.8,15.135,4.8305880203977285,3.0,0,0.4679999999999999,2,0.6840000000000002,c_siltstone,2177.6611587982834,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2805.0,61.27,6.1,15.48,4.920395356814512,3.0,0,0.447,2,0.6920000000000003,c_siltstone,2160.366932907348,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2805.5,69.48,5.8,14.675,5.105049999754058,3.0,0,0.4039999999999999,3,0.7079999999999996,f_siltstone,2182.3218683651803,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2806.0,76.37,5.2,13.635,5.105049999754058,3.0,0,0.3829999999999999,3,0.7079999999999996,f_siltstone,2208.295569620253,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2806.5,82.2,7.4,15.055,4.965923214503358,3.0,0,0.362,2,0.6959999999999997,c_siltstone,2185.815118790497,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2807.0,90.25,11.5,20.23,4.920395356814512,3.1,0,0.34,2,0.6920000000000003,c_siltstone,2053.84604519774,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2807.5,94.38,14.2,24.015,5.199959965335161,3.0,0,0.319,2,0.7160000000000001,c_siltstone,1944.2041958041957,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2808.0,87.44,13.9,23.58,5.675446054085471,3.1,0,0.298,2,0.754,c_siltstone,1957.3339721254356,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2808.5,70.98,11.5,18.395,6.338697112569274,3.1,0,0.2769999999999999,2,0.8020000000000003,c_siltstone,2113.975988700565,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2809.0,64.72,10.3,13.815,7.550922276654338,3.1,0,0.255,2,0.8779999999999999,c_siltstone,2252.711204013378,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2809.5,54.29,9.9,9.44,8.709635899560805,3.2,0,0.2339999999999999,3,0.94,f_siltstone,2389.709822419534,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2810.0,41.46,11.1,5.255,9.68277856261249,3.4,0,0.213,3,0.986,f_siltstone,2539.5270528683914,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2810.5,50.93,12.1,5.265,11.168632477805614,4.6,0,0.17,3,1.048,f_siltstone,2551.746928327645,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2811.0,72.79,11.3,11.76,12.189895989248662,4.1,0,0.149,3,1.0859999999999999,f_siltstone,2329.362965050733,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2811.5,95.34,14.1,17.665,12.882495516931346,3.5,0,0.128,3,1.1100000000000003,f_siltstone,2158.076309662398,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2812.0,102.35,15.8,20.145,13.06170888131842,3.2,0,0.106,3,1.116,f_siltstone,2085.2698337292163,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2812.5,79.7,15.5,18.07,12.531411749414156,3.2,0,0.085,3,1.0979999999999999,f_siltstone,2154.596153846154,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2813.0,66.69,14.0,15.72,11.481536214968829,3.3,0,0.064,3,1.06,f_siltstone,2222.906976744186,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2813.5,73.68,14.7,15.98,11.015393095414144,3.3,0,0.043,2,1.0419999999999998,c_siltstone,2219.867467760844,siltstone,siliciclastic
SHRIMPLIN,A1 SH,2814.0,71.05,17.2,18.02,11.748975549395292,3.3,0,0.021,2,1.0699999999999998,c_siltstone,2168.264734299517,siltstone,siliciclastic
SHRIMPLIN,A1 LM,2814.5,57.02,11.6,12.09,18.03017740859569,3.5,1,1.0,8,1.256,packstone,2456.3776470588236,limestone,carbonate
SHRIMPLIN,A1 LM,2815.0,43.29,7.3,6.705,25.35128630497909,4.0,1,0.981,8,1.4040000000000004,packstone,2594.6270873786407,limestone,carbonate
SHRIMPLIN,A1 LM,2815.5,36.06,5.7,4.595,33.419504002611454,5.0,1,0.963,8,1.5240000000000005,packstone,2644.8675609756096,limestone,carbonate
SHRIMPLIN,A1 LM,2816.0,46.0,5.1,4.62,44.25883723626264,5.5,1,0.944,8,1.646,packstone,2635.351306638567,limestone,carbonate
SHRIMPLIN,A1 LM,2816.5,60.3,4.6,5.01,67.60829753919819,5.6,1,0.926,6,1.83,wackestone,2558.501257861635,wackestone,carbonate
SHRIMPLIN,A1 LM,2817.0,75.22,4.4,5.295,99.54054173515274,5.5,1,0.907,6,1.9980000000000002,wackestone,2546.5002092050213,wackestone,carbonate
SHRIMPLIN,A1 LM,2817.5,87.19,4.7,5.32,123.02687708123813,5.4,1,0.889,6,2.09,wackestone,2549.79648478489,wackestone,carbonate
SHRIMPLIN,A1 LM,2818.0,86.86,5.2,5.785,134.27649611378655,5.4,1,0.87,6,2.1280000000000006,wackestone,2541.42805907173,wackestone,carbonate
SHRIMPLIN,A1 LM,2818.5,88.0,6.5,6.38,126.4736347471151,5.4,1,0.852,6,2.102,wackestone,2539.220588235294,wackestone,carbonate
SHRIMPLIN,A1 LM,2819.0,75.47,7.8,7.215,108.64256236170642,5.5,1,0.833,6,2.0359999999999996,wackestone,2528.3132321041217,wackestone,carbonate
SHRIMPLIN,A1 LM,2819.5,59.36,10.0,8.925,87.9022516830885,4.9,1,0.7959999999999999,6,1.9440000000000004,wackestone,2497.583333333333,wackestone,carbonate
SHRIMPLIN,A1 LM,2820.0,55.57,8.6,9.355,80.16780633876789,4.5,1,0.778,6,1.904,wackestone,2466.0078774617064,wackestone,carbonate
SHRIMPLIN,A1 LM,2820.5,46.96,5.4,9.12,70.46930689671471,4.3,1,0.759,6,1.848,wackestone,2434.8416490486256,wackestone,carbonate
SHRIMPLIN,A1 LM,2821.0,43.67,3.6,8.225,56.49369748123023,4.1,1,0.741,6,1.7519999999999998,wackestone,2441.303112033195,wackestone,carbonate
SHRIMPLIN,A1 LM,2821.5,55.23,5.1,7.875,44.87453899331318,4.3,1,0.722,6,1.6519999999999997,wackestone,2471.805532139094,wackestone,carbonate
SHRIMPLIN,A1 LM,2822.0,61.24,9.7,8.575,35.80964371026362,4.3,1,0.7040000000000001,6,1.5540000000000003,wackestone,2505.9701550387595,wackestone,carbonate
SHRIMPLIN,A1 LM,2822.5,54.46,12.8,10.66,28.575905433749465,4.4,1,0.685,6,1.456,wackestone,2469.432110091743,wackestone,carbonate
SHRIMPLIN,A1 LM,2823.0,43.23,14.9,12.375,25.00345361696432,4.0,1,0.667,7,1.3980000000000001,dolomite,2627.5349236192715,dolomite,carbonate
SHRIMPLIN,A1 LM,2823.5,44.59,16.0,13.54,23.120647901755948,3.9,1,0.648,7,1.364,dolomite,2590.961904761905,dolomite,carbonate
SHRIMPLIN,A1 LM,2824.0,47.48,16.5,12.89,22.49054605835781,3.7,1,0.63,4,1.352,marine_silt_shale,2170.321856287425,mudstone,siliciclastic
SHRIMPLIN,A1 LM,2824.5,61.1,15.2,11.785,21.97859872784824,3.7,1,0.611,4,1.3419999999999999,marine_silt_shale,2192.5648584905657,mudstone,siliciclastic
SHRIMPLIN,A1 LM,2825.0,64.82,9.1,8.97,22.90867652767773,4.5,1,0.574,4,1.36,marine_silt_shale,2217.050330033003,mudstone,siliciclastic
SHRIMPLIN,A1 LM,2825.5,55.77,6.1,8.93,26.30267991895381,5.1,1,0.556,4,1.42,marine_silt_shale,2188.4970713525026,mudstone,siliciclastic
SHRIMPLIN,A1 LM,2826.0,62.22,4.3,9.215,30.760968147407088,5.5,1,0.537,4,1.488,marine_silt_shale,2163.023772204807,mudstone,siliciclastic
SHRIMPLIN,A1 LM,2826.5,55.06,2.9,9.5,37.32501577957203,5.6,1,0.519,6,1.5719999999999996,wackestone,2391.654428424305,wackestone,carbonate
SHRIMPLIN,A1 LM,2827.0,71.02,3.1,8.89,47.64309868054161,5.4,1,0.5,6,1.6780000000000004,wackestone,2413.6433952528378,wackestone,carbonate
SHRIMPLIN,A1 LM,2827.5,91.37,3.9,8.06,57.809604740571785,5.3,1,0.481,6,1.7619999999999998,wackestone,2450.45,wackestone,carbonate
SHRIMPLIN,A1 LM,2828.0,115.42,5.2,6.875,66.37430704019083,5.3,1,0.4629999999999999,6,1.8219999999999996,wackestone,2505.784599156118,wackestone,carbonate
SHRIMPLIN,A1 LM,2828.5,115.7,5.9,6.085,75.85775750291836,5.2,1,0.444,6,1.88,wackestone,2540.987725823592,wackestone,carbonate
SHRIMPLIN,A1 LM,2829.0,107.11,6.0,6.135,87.9022516830885,5.6,1,0.426,6,1.9440000000000004,wackestone,2540.675531914894,wackestone,carbonate
SHRIMPLIN,A1 LM,2829.5,93.82,5.8,6.64,103.75284158180126,5.6,1,0.407,6,2.016,wackestone,2521.3861995753714,wackestone,carbonate
SHRIMPLIN,A1 LM,2830.0,61.63,3.6,6.865,132.43415351946643,6.1,1,0.37,6,2.122,wackestone,2485.03755186722,wackestone,carbonate
SHRIMPLIN,A1 LM,2830.5,45.98,3.6,6.25,141.90575216890912,6.2,1,0.352,6,2.1519999999999997,wackestone,2504.814522821577,wackestone,carbonate
SHRIMPLIN,A1 LM,2831.0,32.76,3.0,6.225,138.67558288718882,5.8,1,0.3329999999999999,6,2.142,wackestone,2497.556701030928,wackestone,carbonate
SHRIMPLIN,A1 LM,2831.5,37.82,3.6,6.19,130.61708881318418,5.7,1,0.315,6,2.116,wackestone,2506.7439834024894,wackestone,carbonate
SHRIMPLIN,A1 LM,2832.0,40.73,2.3,6.375,119.1242008027375,5.5,1,0.296,6,2.076,wackestone,2483.372620266121,wackestone,carbonate
SHRIMPLIN,A1 LM,2832.5,33.42,2.2,6.61,102.32929922807536,5.4,1,0.278,6,2.01,wackestone,2474.580572597137,wackestone,carbonate
SHRIMPLIN,A1 LM,2833.0,32.08,2.2,7.355,86.29785477669701,5.3,1,0.259,6,1.936,wackestone,2450.966053169734,wackestone,carbonate
SHRIMPLIN,A1 LM,2833.5,33.82,2.1,8.33,76.91304402866095,4.9,1,0.241,6,1.886,wackestone,2418.7808478038814,wackestone,carbonate
SHRIMPLIN,A1 LM,2834.0,45.57,1.1,8.84,70.46930689671471,4.7,1,0.222,6,1.848,wackestone,2389.962032355915,wackestone,carbonate
SHRIMPLIN,A1 LM,2834.5,53.95,1.9,8.125,63.09573444801936,4.6,1,0.204,6,1.8000000000000003,wackestone,2422.6966870540264,wackestone,carbonate
SHRIMPLIN,A1 LM,2835.0,59.42,4.3,7.845,56.23413251903491,4.6,1,0.185,6,1.75,wackestone,2462.5277429467083,wackestone,carbonate
SHRIMPLIN,A1 LM,2835.5,68.43,8.3,8.665,51.05049999754065,4.8,1,0.1669999999999999,6,1.7080000000000002,wackestone,2485.721973827699,wackestone,carbonate
SHRIMPLIN,A1 LM,2836.0,75.88,11.0,10.04,49.88844874600125,4.6,1,0.148,6,1.6980000000000002,wackestone,2470.7921348314608,wackestone,carbonate
SHRIMPLIN,A1 LM,2836.5,77.75,11.3,10.85,53.4564359396972,4.7,1,0.13,6,1.7280000000000002,wackestone,2445.9504509582866,wackestone,carbonate
SHRIMPLIN,A1 LM,2837.0,80.93,9.6,9.815,65.16283940608427,4.6,1,0.111,6,1.814,wackestone,2462.2236725663715,wackestone,carbonate
SHRIMPLIN,A1 LM,2837.5,72.92,7.3,7.475,73.11390834834177,4.7,1,0.093,6,1.864,wackestone,2513.1769687162887,wackestone,carbonate
SHRIMPLIN,A1 LM,2838.0,65.59,5.7,5.265,69.18309709189366,5.0,1,0.074,6,1.84,wackestone,2565.269406150583,wackestone,carbonate
SHRIMPLIN,A1 LM,2838.5,64.71,3.6,4.045,59.15616341754737,5.4,1,0.0559999999999999,6,1.7719999999999998,wackestone,2575.7221991701244,wackestone,carbonate
SHRIMPLIN,A1 LM,2839.0,60.79,2.9,4.36,45.49880601500488,5.5,1,0.037,6,1.6580000000000001,wackestone,2555.7532955715756,wackestone,carbonate
SHRIMPLIN,A1 LM,2839.5,78.55,2.0,9.795,32.210687912834345,5.7,1,0.019,6,1.508,wackestone,2371.1581632653065,wackestone,carbonate
SHRIMPLIN,B1 SH,2840.0,107.77,1.8,19.545,26.668586645214795,4.0,0,1.0,3,1.426,f_siltstone,1998.9054989816702,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2840.5,110.87,6.0,26.65,23.55049283896009,3.3,0,0.974,3,1.3719999999999999,f_siltstone,1814.8191489361702,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2841.0,106.33,8.6,26.94,21.379620895022324,2.8,0,0.949,3,1.33,f_siltstone,1819.929759299781,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2841.5,87.85,9.6,21.77,19.05460717963248,2.7,0,0.923,3,1.2800000000000002,f_siltstone,1990.8261061946903,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2842.0,80.96,9.0,15.99,15.922087270511696,2.9,0,0.897,3,1.202,f_siltstone,2170.9285714285716,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2842.5,66.94,11.2,12.565,13.677288255958494,3.5,0,0.872,2,1.1360000000000001,c_siltstone,2302.0565315315316,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2843.0,61.48,12.0,11.69,13.243415351946654,4.2,0,0.846,2,1.1220000000000003,c_siltstone,2338.761363636364,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2843.5,58.26,12.4,12.285,13.677288255958494,4.2,0,0.821,2,1.1360000000000001,c_siltstone,2323.104794520548,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2844.0,51.31,12.7,11.735,14.791083881682072,3.9,0,0.795,2,1.17,c_siltstone,2344.3275486827033,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2844.5,67.92,13.2,11.73,14.655478409559104,3.9,0,0.769,2,1.1659999999999997,c_siltstone,2349.499078341014,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2845.0,67.77,14.1,12.475,13.551894123510364,3.9,0,0.7440000000000001,2,1.1320000000000001,c_siltstone,2333.2916763678695,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2845.5,67.73,14.4,13.095,12.189895989248662,3.8,0,0.718,2,1.0859999999999999,c_siltstone,2315.160981308411,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2846.0,68.85,12.1,13.35,10.764652136298348,3.7,0,0.6920000000000001,2,1.032,c_siltstone,2285.0063139931735,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2846.5,73.2,9.7,15.12,9.817479430199844,3.6,0,0.667,2,0.992,c_siltstone,2205.068604651163,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2847.0,84.46,6.1,20.48,9.375620069258796,3.6,0,0.6409999999999999,3,0.9719999999999996,f_siltstone,2005.9473375931846,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2847.5,96.96,7.0,23.225,9.246981739382225,3.4,0,0.615,3,0.966,f_siltstone,1927.2795698924733,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2848.0,95.54,9.4,21.305,9.375620069258796,3.5,0,0.59,3,0.9719999999999996,f_siltstone,2004.351876379691,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2848.5,88.67,13.2,17.235,9.68277856261249,3.4,0,0.564,3,0.986,f_siltstone,2165.576267281106,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2849.0,88.54,13.1,16.71,10.046157902783955,3.5,0,0.5379999999999999,3,1.0020000000000002,f_siltstone,2182.309033371692,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2849.5,92.22,11.2,18.675,10.046157902783955,3.5,0,0.513,3,1.0020000000000002,f_siltstone,2102.518243243243,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2850.0,89.67,4.9,20.405,9.594006315159332,3.3,0,0.487,2,0.982,c_siltstone,1998.8155099894848,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2850.5,91.17,2.2,20.3,8.709635899560805,3.1,0,0.462,2,0.94,c_siltstone,1979.9572597137017,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2851.0,83.62,5.1,17.16,7.413102413009175,2.8,0,0.436,2,0.87,c_siltstone,2099.5664383561643,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2851.5,85.0,8.3,15.87,6.338697112569274,2.8,0,0.41,2,0.8020000000000003,c_siltstone,2168.463413304253,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2852.0,77.7,7.5,16.85,5.520774392807577,2.9,0,0.385,2,0.7420000000000003,c_siltstone,2130.4797297297296,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2852.5,74.29,6.1,17.3,4.6558609352295885,2.9,0,0.359,2,0.6679999999999999,c_siltstone,2104.1582002129926,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2853.0,70.21,5.4,17.57,4.111497211045221,2.9,0,0.3329999999999999,2,0.6139999999999999,c_siltstone,2089.684778012685,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2853.5,76.38,4.7,17.195,3.926449353995997,3.0,0,0.308,2,0.5939999999999999,c_siltstone,2094.9023609653727,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2854.0,76.28,4.4,16.415,3.999447497610975,3.0,0,0.282,2,0.602,c_siltstone,2115.855439330544,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2854.5,69.04,4.1,14.19,4.246195639463128,3.2,0,0.256,2,0.6279999999999999,c_siltstone,2180.3467674661106,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2855.0,78.11,5.8,13.25,4.7424198526024455,3.4,0,0.231,2,0.6759999999999999,c_siltstone,2226.191295116773,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2855.5,84.18,6.8,15.72,5.675446054085471,3.8,0,0.205,3,0.754,f_siltstone,2159.4583690987124,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2856.0,85.85,6.6,20.045,7.177942912713615,3.5,0,0.179,3,0.8559999999999999,f_siltstone,2023.317773019272,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2856.5,89.6,4.4,20.455,8.709635899560805,3.3,0,0.154,3,0.94,f_siltstone,1993.3031380753139,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2857.0,80.61,3.6,16.78,10.42317429393304,3.1,0,0.128,3,1.018,f_siltstone,2097.407468879668,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2857.5,79.36,7.5,11.78,11.967405313072446,3.3,0,0.103,3,1.0780000000000003,f_siltstone,2289.4310810810807,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2858.0,83.05,8.1,14.545,12.473835142429426,3.7,0,0.077,3,1.0959999999999999,f_siltstone,2208.4674102285094,siltstone,siliciclastic
SHRIMPLIN,B1 SH,2858.5,95.0,9.2,23.83,12.941958414499863,3.6,0,0.051,3,1.112,f_siltstone,1922.309691629956,siltstone,siliciclastic
SHRIMPLIN,B1 LM,2859.0,85.04,6.4,26.67,18.113400926196025,3.1,1,1.0,5,1.258,mudstone,1717.6602564102566,mudstone,siliciclastic
SHRIMPLIN,B1 LM,2859.5,46.18,4.3,16.61,21.67704104819694,3.1,1,0.944,5,1.3359999999999999,mudstone,1969.8419540229884,mudstone,siliciclastic
SHRIMPLIN,B1 LM,2860.0,34.53,4.9,8.22,25.468302525850405,3.5,1,0.889,5,1.406,mudstone,2195.16167192429,mudstone,siliciclastic
SHRIMPLIN,B1 LM,2860.5,35.19,7.9,4.71,30.760968147407088,4.6,1,0.833,5,1.488,mudstone,2320.8998371335506,mudstone,siliciclastic
SHRIMPLIN,B1 LM,2861.0,27.85,7.8,4.24,40.36453929676048,4.8,1,0.778,8,1.6059999999999999,packstone,2687.5019088937092,limestone,carbonate
SHRIMPLIN,B1 LM,2861.5,23.48,6.0,4.22,66.98846094165262,4.7,1,0.722,8,1.8259999999999998,packstone,2662.0425531914893,limestone,carbonate
SHRIMPLIN,B1 LM,2862.0,20.42,5.0,3.785,115.3453257821092,4.6,1,0.667,8,2.062,packstone,2662.208421052632,limestone,carbonate
SHRIMPLIN,B1 LM,2862.5,20.55,4.1,3.145,196.7886289706845,5.1,1,0.611,8,2.294,packstone,2670.4114598540145,limestone,carbonate
SHRIMPLIN,B1 LM,2863.0,19.99,4.7,2.195,383.7072454922785,5.4,1,0.556,8,2.5839999999999996,packstone,2711.505257082896,limestone,carbonate
SHRIMPLIN,B1 LM,2863.5,21.18,5.2,1.59,645.6542290346556,5.9,1,0.5,8,2.81,packstone,2739.713670886076,limestone,carbonate
SHRIMPLIN,B1 LM,2864.0,18.63,4.7,1.755,801.678063387679,6.1,1,0.444,8,2.904,packstone,2726.3719937040923,limestone,carbonate
SHRIMPLIN,B1 LM,2864.5,29.41,4.2,2.36,851.1380382023767,6.0,1,0.389,6,2.93,wackestone,2638.732567849687,wackestone,carbonate
SHRIMPLIN,B1 LM,2865.0,43.09,3.1,3.11,912.0108393559096,5.8,1,0.3329999999999999,6,2.96,wackestone,2598.5556759545925,wackestone,carbonate
SHRIMPLIN,B1 LM,2865.5,48.95,4.2,2.95,907.820530178186,5.6,1,0.278,6,2.958,wackestone,2619.6407098121085,wackestone,carbonate
SHRIMPLIN,B1 LM,2866.0,45.84,4.1,3.03,748.1695005111537,5.6,1,0.222,6,2.8739999999999997,wackestone,2615.6042231491137,wackestone,carbonate
SHRIMPLIN,B1 LM,2866.5,45.04,4.2,3.02,524.8074602497728,5.7,1,0.1669999999999999,6,2.72,wackestone,2617.375574112735,wackestone,carbonate
SHRIMPLIN,B1 LM,2867.0,42.92,3.6,3.445,314.7748314101317,5.7,1,0.111,6,2.498,wackestone,2595.016804979253,wackestone,carbonate
SHRIMPLIN,B1 LM,2867.5,53.11,3.3,4.095,161.4358556826487,5.9,1,0.0559999999999999,6,2.208,wackestone,2569.872854188211,wackestone,carbonate
SHRIMPLIN,B2 SH,2868.0,67.55,4.2,5.13,85.50667128846833,5.1,0,1.0,3,1.932,f_siltstone,2455.607724425887,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2868.5,73.99,6.1,7.84,52.96634438916576,4.6,0,0.964,3,1.7239999999999998,f_siltstone,2396.320074547391,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2869.0,83.09,9.4,11.2,40.92606597300107,3.9,0,0.929,3,1.6119999999999999,f_siltstone,2327.8011037527594,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2869.5,97.28,10.5,13.97,33.57376142429545,3.6,0,0.893,3,1.5259999999999998,f_siltstone,2249.5907821229052,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2870.0,95.16,9.6,12.96,26.791683248190328,3.4,0,0.857,2,1.4280000000000002,c_siltstone,2273.4477876106193,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2870.5,79.88,8.6,10.425,20.989398836235235,3.3,0,0.821,2,1.3219999999999998,c_siltstone,2343.928665207877,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2871.0,76.38,8.9,8.785,15.995580286146687,3.5,0,0.7859999999999999,2,1.204,c_siltstone,2399.3957738748627,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2871.5,75.68,11.4,10.305,13.243415351946654,3.6,0,0.75,2,1.1220000000000003,c_siltstone,2378.0031602708805,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2872.0,84.59,13.4,13.745,11.857687481671602,3.9,0,0.7140000000000001,2,1.074,c_siltstone,2284.0170900692838,siltstone,siliciclastic
SHRIMPLIN,B2 SH,2872.5,103.43,14.6,16.66,11.220184543019636,3.9,0,0.679,3,1.05,f_siltstone,2195.962295081967,siltstone,siliciclastic
