Well Name,Formation,Depth,GR,DeltaPHI,PHIND,ILD,PE,Marine,RelPos,Facies
SHRIMPLIN,A1 LM,2838.0,65.59,5.7,5.265,69.18309709189366,5.0,1,0.07400000000000001,6
SHRIMPLIN,A1 LM,2838.5,64.71,3.6,4.045,59.15616341754737,5.4,1,0.055999999999999994,6
SHRIMPLIN,A1 LM,2839.0,60.79,2.9,4.36,45.49880601500488,5.5,1,0.037000000000000005,6
SHRIMPLIN,A1 LM,2839.5,78.55,2.0,9.795,32.210687912834345,5.7,1,0.019,6
SHRIMPLIN,B1 SH,2840.0,107.77,1.8,19.545,26.668586645214795,4.0,0,1.0,3
SHRIMPLIN,B1 SH,2840.5,110.87,6.0,26.65,23.55049283896009,3.3,0,0.9740000000000001,3
SHRIMPLIN,B1 SH,2841.0,106.33,8.6,26.94,21.379620895022324,2.8,0,0.9490000000000001,3
SHRIMPLIN,B1 SH,2841.5,87.85,9.6,21.77,19.05460717963248,2.7,0,0.9229999999999999,3
SHRIMPLIN,B1 SH,2842.0,80.96,9.0,15.99,15.922087270511696,2.9,0,0.897,3
SHRIMPLIN,B1 SH,2842.5,66.94,11.2,12.565,13.677288255958494,3.5,0,0.872,2
SHRIMPLIN,B1 SH,2843.0,61.48,12.0,11.69,13.243415351946654,4.2,0,0.846,2
SHRIMPLIN,B1 SH,2843.5,58.26,12.4,12.285,13.677288255958494,4.2,0,0.821,2
SHRIMPLIN,B1 SH,2844.0,51.31,12.7,11.735,14.791083881682072,3.9,0,0.795,2
SHRIMPLIN,B1 SH,2844.5,67.92,13.2,11.73,14.655478409559105,3.9,0,0.769,2
SHRIMPLIN,B1 SH,2845.0,67.77,14.1,12.475,13.551894123510365,3.9,0,0.7440000000000001,2
SHRIMPLIN,B1 SH,2845.5,67.73,14.4,13.095,12.189895989248662,3.8,0,0.718,2
SHRIMPLIN,B1 SH,2846.0,68.85,12.1,13.35,10.764652136298347,3.7,0,0.6920000000000001,2
SHRIMPLIN,B1 SH,2846.5,73.2,9.7,15.12,9.817479430199844,3.6,0,0.667,2
SHRIMPLIN,B1 SH,2847.0,84.46,6.1,20.48,9.375620069258797,3.6,0,0.6409999999999999,3
SHRIMPLIN,B1 SH,2847.5,96.96,7.0,23.225,9.246981739382225,3.4,0,0.615,3
SHRIMPLIN,B1 SH,2848.0,95.54,9.4,21.305,9.375620069258797,3.5,0,0.59,3
SHRIMPLIN,B1 SH,2848.5,88.67,13.2,17.235,9.68277856261249,3.4,0,0.564,3
SHRIMPLIN,B1 SH,2849.0,88.54,13.1,16.71,10.046157902783957,3.5,0,0.5379999999999999,3
SHRIMPLIN,B1 SH,2849.5,92.22,11.2,18.675,10.046157902783957,3.5,0,0.513,3
SHRIMPLIN,B1 SH,2850.0,89.67,4.9,20.405,9.594006315159332,3.3,0,0.48700000000000004,2
SHRIMPLIN,B1 SH,2850.5,91.17,2.2,20.3,8.709635899560805,3.1,0,0.462,2
SHRIMPLIN,B1 SH,2851.0,83.62,5.1,17.16,7.413102413009175,2.8,0,0.436,2
SHRIMPLIN,B1 SH,2851.5,85.0,8.3,15.87,6.338697112569274,2.8,0,0.41,2
SHRIMPLIN,B1 SH,2852.0,77.7,7.5,16.85,5.520774392807577,2.9,0,0.385,2
SHRIMPLIN,B1 SH,2852.5,74.29,6.1,17.3,4.6558609352295885,2.9,0,0.359,2
SHRIMPLIN,B1 SH,2853.0,70.21,5.4,17.57,4.111497211045221,2.9,0,0.33299999999999996,2
SHRIMPLIN,B1 SH,2853.5,76.38,4.7,17.195,3.926449353995997,3.0,0,0.308,2
SHRIMPLIN,B1 SH,2854.0,76.28,4.4,16.415,3.999447497610975,3.0,0,0.282,2
SHRIMPLIN,B1 SH,2854.5,69.04,4.1,14.19,4.246195639463128,3.2,0,0.256,2
SHRIMPLIN,B1 SH,2855.0,78.11,5.8,13.25,4.7424198526024455,3.4,0,0.231,2
SHRIMPLIN,B1 SH,2855.5,84.18,6.8,15.72,5.675446054085471,3.8,0,0.205,3
SHRIMPLIN,B1 SH,2856.0,85.85,6.6,20.045,7.177942912713615,3.5,0,0.179,3
SHRIMPLIN,B1 SH,2856.5,89.6,4.4,20.455,8.709635899560805,3.3,0,0.154,3
SHRIMPLIN,B1 SH,2857.0,80.61,3.6,16.78,10.42317429393304,3.1,0,0.128,3
SHRIMPLIN,B1 SH,2857.5,79.36,7.5,11.78,11.967405313072446,3.3,0,0.10300000000000001,3
SHRIMPLIN,B1 SH,2858.0,83.05,8.1,14.545,12.473835142429426,3.7,0,0.077,3
SHRIMPLIN,B1 SH,2858.5,95.0,9.2,23.83,12.941958414499865,3.6,0,0.051,3
SHRIMPLIN,B1 LM,2859.0,85.04,6.4,26.67,18.113400926196025,3.1,1,1.0,5
SHRIMPLIN,B1 LM,2859.5,46.18,4.3,16.61,21.67704104819694,3.1,1,0.9440000000000001,5
SHRIMPLIN,B1 LM,2860.0,34.53,4.9,8.22,25.468302525850405,3.5,1,0.889,5
SHRIMPLIN,B1 LM,2860.5,35.19,7.9,4.71,30.760968147407088,4.6,1,0.833,5
SHRIMPLIN,B1 LM,2861.0,27.85,7.8,4.24,40.364539296760476,4.8,1,0.778,8
SHRIMPLIN,B1 LM,2861.5,23.48,6.0,4.22,66.98846094165262,4.7,1,0.722,8
SHRIMPLIN,B1 LM,2862.0,20.42,5.0,3.785,115.3453257821092,4.6,1,0.667,8
SHRIMPLIN,B1 LM,2862.5,20.55,4.1,3.145,196.7886289706845,5.1,1,0.611,8
SHRIMPLIN,B1 LM,2863.0,19.99,4.7,2.195,383.7072454922785,5.4,1,0.556,8
SHRIMPLIN,B1 LM,2863.5,21.18,5.2,1.59,645.6542290346556,5.9,1,0.5,8
SHRIMPLIN,B1 LM,2864.0,18.63,4.7,1.755,801.678063387679,6.1,1,0.444,8
SHRIMPLIN,B1 LM,2864.5,29.41,4.2,2.36,851.1380382023767,6.0,1,0.389,6
SHRIMPLIN,B1 LM,2865.0,43.09,3.1,3.11,912.0108393559095,5.8,1,0.33299999999999996,6
SHRIMPLIN,B1 LM,2865.5,48.95,4.2,2.95,907.820530178186,5.6,1,0.278,6
SHRIMPLIN,B1 LM,2866.0,45.84,4.1,3.03,748.1695005111537,5.6,1,0.222,6
SHRIMPLIN,B1 LM,2866.5,45.04,4.2,3.02,524.8074602497728,5.7,1,0.16699999999999998,6
SHRIMPLIN,B1 LM,2867.0,42.92,3.6,3.445,314.77483141013175,5.7,1,0.111,6
SHRIMPLIN,B1 LM,2867.5,53.11,3.3,4.095,161.4358556826487,5.9,1,0.055999999999999994,6
SHRIMPLIN,B2 SH,2868.0,67.55,4.2,5.13,85.50667128846833,5.1,0,1.0,3
SHRIMPLIN,B2 SH,2868.5,73.99,6.1,7.84,52.966344389165755,4.6,0,0.9640000000000001,3
SHRIMPLIN,B2 SH,2869.0,83.09,9.4,11.2,40.92606597300107,3.9,0,0.929,3
SHRIMPLIN,B2 SH,2869.5,97.28,10.5,13.97,33.57376142429545,3.6,0,0.893,3
SHRIMPLIN,B2 SH,2870.0,95.16,9.6,12.96,26.791683248190328,3.4,0,0.857,2
SHRIMPLIN,B2 SH,2870.5,79.88,8.6,10.425,20.989398836235235,3.3,0,0.821,2
SHRIMPLIN,B2 SH,2871.0,76.38,8.9,8.785,15.995580286146689,3.5,0,0.7859999999999999,2
SHRIMPLIN,B2 SH,2871.5,75.68,11.4,10.305,13.243415351946654,3.6,0,0.75,2
SHRIMPLIN,B2 SH,2872.0,84.59,13.4,13.745,11.857687481671602,3.9,0,0.7140000000000001,2
SHRIMPLIN,B2 SH,2872.5,103.43,14.6,16.66,11.220184543019636,3.9,0,0.679,3
SHRIMPLIN,B2 SH,2873.0,103.41,14.7,17.625,11.066237839776663,3.9,0,0.643,3
SHRIMPLIN,B2 SH,2873.5,99.27,13.0,16.245,10.964781961431852,3.8,0,0.607,3
SHRIMPLIN,B2 SH,2874.0,92.94,12.1,14.85,10.764652136298347,3.7,0,0.5710000000000001,3
SHRIMPLIN,B2 SH,2874.5,92.9,11.4,13.27,10.327614057613973,3.8,0,0.536,3
SHRIMPLIN,B2 SH,2875.0,80.32,11.0,12.48,10.18591388054117,3.7,0,0.5,3
SHRIMPLIN,B2 SH,2875.5,83.63,10.1,11.525,10.568175092136585,4.0,0,0.46399999999999997,2
SHRIMPLIN,B2 SH,2876.0,67.81,9.4,11.31,11.428783347897713,4.1,0,0.429,2
SHRIMPLIN,B2 SH,2876.5,67.88,9.7,10.865,13.121998990192028,4.3,0,0.39299999999999996,2
SHRIMPLIN,B2 SH,2877.0,64.39,8.4,10.365,15.06607066186741,4.4,0,0.35700000000000004,2
SHRIMPLIN,B2 SH,2877.5,61.99,6.9,9.385,16.143585568264857,4.4,0,0.321,2
SHRIMPLIN,B2 SH,2878.0,62.5,5.5,8.53,16.143585568264857,4.3,0,0.28600000000000003,2
SHRIMPLIN,B2 SH,2878.5,58.64,5.3,8.6,14.454397707459279,4.2,0,0.25,2
SHRIMPLIN,B2 SH,2879.0,64.04,5.7,9.98,12.189895989248662,4.0,0,0.214,2
SHRIMPLIN,B2 SH,2879.5,78.8,5.4,13.745,10.914403364487569,3.7,0,0.179,2
SHRIMPLIN,B2 SH,2880.0,78.88,2.0,21.885,10.092528860766844,3.7,0,0.14300000000000002,3
SHRIMPLIN,B2 SH,2880.5,86.88,-3.8,33.79,10.0,3.2,0,0.107,3
SHRIMPLIN,B2 SH,2881.0,83.97,-2.0,37.47,10.914403364487569,3.0,0,0.071,3
SHRIMPLIN,B2 SH,2881.5,70.01,-4.3,31.57,12.189895989248662,2.8,0,0.036000000000000004,3
SHRIMPLIN,B2 LM,2882.0,50.7,1.6,16.04,13.614446824659511,2.9,1,1.0,7
SHRIMPLIN,B2 LM,2882.5,30.81,1.9,5.725,15.922087270511696,3.6,1,0.938,7
SHRIMPLIN,B2 LM,2883.0,17.35,4.2,2.73,20.51162178825565,5.0,1,0.875,7
SHRIMPLIN,B2 LM,2883.5,17.55,4.7,2.925,31.18889584093937,5.8,1,0.813,8
SHRIMPLIN,B2 LM,2884.0,18.19,5.6,3.285,51.286138399136476,6.2,1,0.75,8
SHRIMPLIN,B2 LM,2884.5,17.08,5.4,3.99,92.04495717531712,6.3,1,0.688,8
SHRIMPLIN,B2 LM,2885.0,15.88,5.5,4.34,163.68165214278085,6.2,1,0.625,8
SHRIMPLIN,B2 LM,2885.5,20.38,5.0,4.645,218.77616239495518,5.9,1,0.563,8
SHRIMPLIN,B2 LM,2886.0,24.93,5.1,4.77,221.819641980022,5.8,1,0.5,8
SHRIMPLIN,B2 LM,2886.5,28.57,4.5,4.725,199.5262314968879,5.8,1,0.43799999999999994,8
SHRIMPLIN,B2 LM,2887.0,34.54,5.0,4.365,169.82436524617444,5.7,1,0.375,8
SHRIMPLIN,B2 LM,2887.5,42.34,5.3,4.4,134.27649611378655,5.7,1,0.313,8
SHRIMPLIN,B2 LM,2888.0,44.21,5.5,4.86,103.75284158180126,5.5,1,0.25,8
SHRIMPLIN,B2 LM,2888.5,44.15,4.1,5.47,76.91304402866095,5.6,1,0.188,6
SHRIMPLIN,B2 LM,2889.0,39.25,3.9,5.905,57.543993733715666,5.6,1,0.125,6
SHRIMPLIN,B2 LM,2889.5,38.37,5.7,7.13,42.072662838444415,5.4,1,0.063,6
SHRIMPLIN,B3 SH,2890.0,60.63,9.1,9.33,30.19951720402017,4.7,0,1.0,2
SHRIMPLIN,B3 SH,2890.5,83.69,12.4,11.31,23.334580622810048,4.0,0,0.9670000000000001,2
SHRIMPLIN,B3 SH,2891.0,87.3,13.7,11.975,19.76969640111861,3.6,0,0.9329999999999999,2
SHRIMPLIN,B3 SH,2891.5,89.07,13.7,12.065,17.298163592151013,3.6,0,0.9,2
SHRIMPLIN,B3 SH,2892.0,91.06,12.9,12.21,14.723125024327194,3.7,0,0.867,2
SHRIMPLIN,B3 SH,2892.5,98.37,12.0,12.485,13.121998990192028,3.7,0,0.833,2
SHRIMPLIN,B3 SH,2893.0,87.1,11.3,12.23,12.473835142429426,3.7,0,0.8,2
SHRIMPLIN,B3 SH,2893.5,83.81,10.9,11.67,12.133888504649775,3.5,0,0.767,2
SHRIMPLIN,B3 SH,2894.0,83.11,10.4,11.96,11.748975549395292,3.4,0,0.733,2
SHRIMPLIN,B3 SH,2894.5,85.4,11.1,13.05,11.428783347897713,3.3,0,0.7,2
SHRIMPLIN,B3 SH,2895.0,86.83,11.5,13.735,11.168632477805614,3.3,0,0.667,2
SHRIMPLIN,B3 SH,2895.5,80.54,11.2,13.6,10.71519305237606,3.3,0,0.633,2
SHRIMPLIN,B3 SH,2896.0,77.67,10.3,12.905,10.046157902783957,3.2,0,0.6,2
SHRIMPLIN,B3 SH,2896.5,74.74,8.9,12.575,9.506047936562812,3.3,0,0.5670000000000001,2
SHRIMPLIN,B3 SH,2897.0,75.06,8.8,12.305,9.162204901219999,3.2,0,0.5329999999999999,2
SHRIMPLIN,B3 SH,2897.5,76.98,8.3,12.35,8.994975815300355,3.2,0,0.5,2
SHRIMPLIN,B3 SH,2898.0,79.6,8.5,12.855,8.749837752274361,3.2,0,0.467,2
SHRIMPLIN,B3 SH,2898.5,92.95,8.6,14.3,8.590135215053959,3.3,0,0.433,2
SHRIMPLIN,B3 SH,2899.0,94.25,9.0,14.21,8.590135215053959,3.3,0,0.4,2
SHRIMPLIN,B3 SH,2899.5,83.12,9.1,13.64,8.590135215053959,3.3,0,0.3670000000000001,2
SHRIMPLIN,B3 SH,2900.0,75.02,9.2,12.5,8.749837752274361,3.4,0,0.33299999999999996,2
SHRIMPLIN,B3 SH,2900.5,62.61,8.7,11.92,9.120108393559097,3.3,0,0.3,2
SHRIMPLIN,B3 SH,2901.0,68.47,8.2,11.635,9.418895965228414,3.3,0,0.267,2
SHRIMPLIN,B3 SH,2901.5,69.58,7.3,11.265,9.289663867799364,3.3,0,0.233,2
SHRIMPLIN,B3 SH,2902.0,76.05,7.5,11.375,9.078205301781859,3.5,0,0.2,2
SHRIMPLIN,B3 SH,2902.5,89.53,8.4,12.285,8.749837752274361,3.5,0,0.16699999999999998,2
SHRIMPLIN,B3 SH,2903.0,97.25,9.1,15.135,8.472274141405963,3.5,0,0.133,3
SHRIMPLIN,B3 SH,2903.5,95.12,8.1,21.93,8.871560120379604,3.5,0,0.1,3
SHRIMPLIN,B3 SH,2904.0,91.67,6.4,26.715,10.046157902783957,3.3,0,0.067,3
SHRIMPLIN,B3 SH,2904.5,85.15,3.7,25.875,11.015393095414145,3.2,0,0.033,3
SHRIMPLIN,B3 LM,2905.0,65.17,2.5,18.92,11.694993910198713,3.2,1,1.0,8
SHRIMPLIN,B3 LM,2905.5,32.9,2.3,12.215,12.416523075924113,3.7,1,0.917,8
SHRIMPLIN,B3 LM,2906.0,19.92,1.9,10.63,12.531411749414156,4.8,1,0.833,8
SHRIMPLIN,B3 LM,2906.5,14.52,2.4,11.06,12.531411749414156,5.2,1,0.75,8
SHRIMPLIN,B3 LM,2907.0,14.75,3.5,12.15,13.061708881318419,5.4,1,0.667,8
SHRIMPLIN,B3 LM,2907.5,15.01,3.9,13.16,13.489628825916533,5.2,1,0.583,8
SHRIMPLIN,B3 LM,2908.0,15.68,3.7,14.02,13.182567385564074,5.2,1,0.5,8
SHRIMPLIN,B3 LM,2908.5,16.96,3.0,14.255,12.589254117941675,5.3,1,0.41700000000000004,8
SHRIMPLIN,B3 LM,2909.0,15.78,3.1,12.705,11.694993910198713,5.5,1,0.33299999999999996,8
SHRIMPLIN,B3 LM,2909.5,15.71,3.9,11.095,10.327614057613973,5.7,1,0.25,8
SHRIMPLIN,B3 LM,2910.0,17.29,3.6,10.225,9.289663867799364,5.7,1,0.16699999999999998,8
SHRIMPLIN,B3 LM,2910.5,25.4,3.5,10.81,8.953647655495939,5.6,1,0.083,8
SHRIMPLIN,B4 SH,2911.0,54.3,5.7,11.865,9.120108393559097,5.1,0,1.0,2
SHRIMPLIN,B4 SH,2911.5,77.86,8.0,11.795,9.68277856261249,4.0,0,0.966,2
SHRIMPLIN,B4 SH,2912.0,81.08,8.6,11.345,9.817479430199844,3.6,0,0.9309999999999999,2
SHRIMPLIN,B4 SH,2912.5,64.84,6.8,10.6,9.506047936562812,3.3,0,0.897,2
SHRIMPLIN,B4 SH,2913.0,68.3,6.3,10.89,8.953647655495939,3.5,0,0.862,2
SHRIMPLIN,B4 SH,2913.5,62.2,6.0,11.805,8.165823713585922,3.4,0,0.828,2
SHRIMPLIN,B4 SH,2914.0,62.13,6.8,12.205,7.834296427662115,3.4,0,0.7929999999999999,2
SHRIMPLIN,B4 SH,2914.5,59.9,7.5,12.495,7.834296427662115,3.4,0,0.759,2
SHRIMPLIN,B4 SH,2915.0,66.76,7.6,12.57,7.798301105232589,3.3,0,0.7240000000000001,2
SHRIMPLIN,B4 SH,2915.5,68.75,8.4,12.535,7.620790100254117,3.4,0,0.69,2
SHRIMPLIN,B4 SH,2916.0,89.47,10.0,13.055,7.277798045368239,3.3,0,0.655,2
SHRIMPLIN,B4 SH,2916.5,92.28,12.3,14.46,6.918309709189364,3.3,0,0.621,2
SHRIMPLIN,B4 SH,2917.0,89.52,13.6,15.78,6.6069344800759575,3.2,0,0.586,2
SHRIMPLIN,B4 SH,2917.5,72.44,11.6,15.58,6.338697112569274,3.3,0,0.552,2
SHRIMPLIN,B4 SH,2918.0,65.12,10.4,15.095,5.997910762555095,3.2,0,0.517,2
SHRIMPLIN,B4 SH,2918.5,61.43,7.4,14.62,5.6234132519034885,3.2,0,0.483,2
SHRIMPLIN,B4 SH,2919.0,64.01,6.4,15.335,5.296634438916579,3.0,0,0.44799999999999995,2
SHRIMPLIN,B4 SH,2919.5,60.03,4.5,15.0,5.105049999754058,3.0,0,0.414,2
SHRIMPLIN,B4 SH,2920.0,66.07,4.4,14.44,4.965923214503358,3.1,0,0.379,2
